Wall time,Step,Value
1745580261.3103833,20,3.2297768592834473
1745580264.102542,27,2.9843969345092773
1745580264.9033282,29,2.8906548023223877
1745580286.4786382,83,1.7334662675857544
1745580299.0542934,113,1.567691683769226
1745580315.817336,153,1.4556500911712646
1745580316.6700203,155,1.4481011629104614
1745580348.00458,226,1.3297858238220215
1745580356.8710651,246,1.2444056272506714
1745580408.8898416,360,1.180822491645813
1745580409.8538356,362,1.160645604133606
1745580446.7779298,440,1.0810720920562744
1745580452.6606548,453,1.0591883659362793
1745580458.3683228,465,1.0616044998168945
1745580467.46048,485,1.0524306297302246
1745580475.0693095,501,1.0446724891662598
1745580478.7507958,509,1.0389856100082397
1745580482.5777154,517,1.0374945402145386
1745580487.7056556,528,1.0608676671981812
1745580504.5659926,564,1.011613130569458
1745580510.2928588,576,1.0326464176177979
1745580552.601019,664,0.9570884704589844
1745580572.3186567,705,0.9641679525375366
1745580588.6994085,738,0.9566243886947632
1745580597.5552843,756,0.9267770648002625
1745580616.3863769,794,0.924623429775238
1745580621.8595338,805,0.9202395677566528
1745580642.6527333,847,0.9075015783309937
1745580645.0903392,852,0.9434592723846436
1745580673.7361987,909,0.9041800498962402
1745580676.7082298,915,0.8985316753387451
1745580697.1021464,955,0.900102972984314
1745580731.1796086,1006,0.8886359333992004
1745580756.3656065,1052,0.8847308158874512
1745580764.265122,1067,0.8604507446289062
1745580780.2790842,1098,0.873555600643158
1745580787.634635,1112,0.8479141592979431
1745580836.5890944,1201,0.854685366153717
1745580838.1649284,1204,0.8674575686454773
1745580862.7996228,1251,0.8552770614624023
1745580873.4217572,1271,0.8458017706871033
1745580875.6718216,1275,0.8456204533576965
1745580879.9061835,1283,0.859529972076416
1745580883.6301193,1290,0.857219398021698
1745580887.3085787,1297,0.8516868352890015
1745580890.4656937,1303,0.8476494550704956
1745580920.6349196,1359,0.8515864014625549
1745580939.6418147,1394,0.8105965256690979
1745580958.0915146,1427,0.8344088792800903
1745580959.1367216,1429,0.8236788511276245
1745580979.7122684,1467,0.8152074217796326
1745581000.106169,1503,0.8361552953720093
1745581046.732903,1587,0.8205556869506836
1745581053.7215831,1600,0.8193373680114746
1745581089.8619251,1667,0.8041291236877441
1745581097.3934252,1681,0.829218864440918
1745581101.651457,1689,0.8221619725227356
1745581128.7026803,1736,0.8115724325180054
1745581143.1341388,1762,0.8168224692344666
1745581149.460229,1774,0.8156861662864685
1745581172.2075698,1814,0.8142352104187012
1745581186.9832225,1841,0.8093412518501282
1745581204.1534312,1873,0.8073248267173767
1745581235.6686084,1929,0.8074058890342712
1745581242.1135862,1941,0.807352602481842
1745581242.663694,1942,0.7941626310348511
1745581260.4706984,1973,0.8158197402954102
1745581320.197852,2066,0.800110936164856
1745581322.2711968,2070,0.7787907123565674
1745581330.55433,2085,0.7932783365249634
1745581344.388574,2108,0.7889940142631531
1745581353.2232652,2124,0.7886146903038025
1745581355.2799137,2128,0.7813672423362732
1745581361.9858818,2139,0.7859327793121338
1745581387.4549415,2185,0.8098024725914001
1745581425.7049556,2251,0.7888930439949036
1745581429.5584633,2258,0.7873741388320923
1745581437.9816418,2272,0.8034113049507141
1745581470.4360893,2330,0.7933138012886047
1745581480.840529,2349,0.7831479907035828
1745581514.8207831,2407,0.7823346853256226
1745581542.3585377,2456,0.7990096807479858
1745581550.6416066,2471,0.7705245614051819
1745581551.6057343,2473,0.7876431345939636
1745581574.9053075,2515,0.7845518589019775
1745581580.8797467,2526,0.7763791084289551
1745581644.8357346,2639,0.7666352391242981
1745581655.5652099,2658,0.7927474975585938
1745581675.0769832,2695,0.7667781710624695
1745581684.7006578,2713,0.7595213651657104
1745581704.6782522,2751,0.7669891715049744
1745581727.1948142,2793,0.781160295009613
1745581754.88285,2841,0.7627994418144226
1745581768.754445,2866,0.7707205414772034
1745581779.9716637,2887,0.7594300508499146
1745581780.471307,2888,0.7702581286430359
1745581791.9423525,2908,0.7502680420875549
1745581797.561502,2919,0.7661432027816772
1745581800.714053,2925,0.7615472078323364
1745581801.824419,2927,0.7591814994812012
1745581803.8215199,2931,0.7702076435089111
1745581813.1561158,2948,0.7615576982498169
1745581825.4928632,2970,0.760636568069458
1745581855.263555,3011,0.7627116441726685
1745581859.7420218,3019,0.7616848945617676
1745581860.3445368,3020,0.7679584622383118
1745582041.5489097,3109,0.762051522731781
1745582044.0195217,3114,0.7675758600234985
1745582050.2528887,3126,0.7557768821716309
1745582092.4887688,3211,0.762617826461792
1745582114.6552875,3257,0.755611777305603
1745582163.2073855,3368,0.7585592269897461
