Wall time,Step,Value
1745580261.0780523,20,6.472491804743186e-05
1745580263.8629208,27,8.737864118302241e-05
1745580264.6578033,29,9.385112934978679e-05
1745580286.6268673,84,0.0002718446485232562
1745580299.1899211,114,0.0003689320292323828
1745580315.4798377,153,0.0004951456212438643
1745580316.39101,155,0.0005016181385144591
1745580347.648687,226,0.0007313915994018316
1745580356.591381,246,0.0007961164810694754
1745580408.5710628,360,0.0009999931789934635
1745580409.4684894,362,0.0009999925969168544
1745580446.4753158,440,0.0009999547619372606
1745580452.278717,453,0.0009999453322961926
1745580458.5142279,466,0.00099993497133255
1745580467.6102695,486,0.0009999173926189542
1745580474.7557564,501,0.0009999028407037258
1745580478.4639387,509,0.000999894575215876
1745580482.2594352,517,0.000999885960482061
1745580487.3583107,528,0.0009998735040426254
1745580504.2465541,564,0.0009998285677284002
1745580510.4416513,577,0.0009998106397688389
1745580552.3243382,664,0.0009996677981689572
1745580571.5095272,704,0.000999588635750115
1745580588.0073342,737,0.0009995170403271914
1745580596.7242656,755,0.000999475596472621
1745580615.5193114,793,0.0009993824642151594
1745580621.047741,804,0.0009993540588766336
1745580641.7982414,846,0.0009992398554459214
1745580644.1733654,851,0.0009992256527766585
1745580672.8954642,908,0.0009990542894229293
1745580676.4070113,915,0.0009990320540964603
1745580696.284548,954,0.0009989035315811634
1745580731.3294868,1007,0.0009987159864977002
1745580755.5207734,1051,0.0009985490469262004
1745580763.4255545,1066,0.0009984897915273905
1745580779.9274402,1098,0.0009983595227822661
1745580786.7643616,1111,0.0009983050404116511
1745580835.6243494,1200,0.000997908296994865
1745580837.7826622,1204,0.000997889437712729
1745580861.990059,1250,0.0009976670844480395
1745580873.0586119,1271,0.0009975619614124298
1745580877.372487,1279,0.0009975212160497904
1745580879.528777,1283,0.0009975007269531488
1745580883.2059915,1290,0.0009974647546187043
1745580886.4499454,1296,0.0009974336717277765
1745580889.6076808,1302,0.000997402356006205
1745580919.6852825,1358,0.0009971014223992825
1745580939.256795,1394,0.000996899325400591
1745580957.1444867,1426,0.0009967138757929206
1745580958.2375076,1428,0.000996702117845416
1745580978.870996,1466,0.0009964746423065662
1745580999.268753,1503,0.0009962457697838545
1745581046.3442252,1587,0.0009956997819244862
1745581053.3595784,1600,0.0009956120047718287
1745581088.8221679,1666,0.0009951526299118996
1745581096.9997458,1681,0.0009950450621545315
1745581100.654052,1688,0.0009949944214895368
1745581127.518451,1735,0.0009946479694917798
1745581142.2586503,1761,0.000994451460428536
1745581152.931787,1781,0.0009942977922037244
1745581171.239228,1813,0.0009940477320924401
1745581185.9515607,1840,0.0009938324801623821
1745581203.1225972,1872,0.0009935725247487426
1745581234.6248899,1928,0.000993104767985642
1745581241.145308,1940,0.000993002438917756
1745581241.661153,1941,0.0009929939405992627
1745581259.5230744,1972,0.0009927258361130953
1745581319.248984,2065,0.0009918918367475271
1745581321.3925493,2069,0.000991854933090508
1745581329.5997312,2084,0.0009917159331962466
1745581345.9458098,2111,0.0009914626134559512
1745581352.3050559,2123,0.0009913488756865263
1745581354.3728237,2127,0.0009913108078762889
1745581362.1307015,2140,0.0009911864763125777
1745581386.434669,2184,0.000990759115666151
1745581426.8365438,2254,0.0009900586446747184
1745581428.6300406,2257,0.000990028027445078
1745581441.4580674,2279,0.0009898022981360555
1745581469.371586,2329,0.000989279942587018
1745581479.8226192,2348,0.00098907807841897
1745581513.7692213,2406,0.0009884503670036793
1745581540.86912,2455,0.0009879064746201038
1745581549.6528387,2470,0.000987737555988133
1745581550.7767646,2472,0.0009877148550003767
1745581573.8350103,2514,0.0009872352238744497
1745581581.9758234,2529,0.0009870617650449276
1745581643.8835535,2638,0.0009857661789283156
1745581654.7030904,2657,0.0009855341631919146
1745581674.0745554,2694,0.0009850770002231002
1745581684.8309631,2714,0.000984826940111816
1745581703.738763,2750,0.0009843716397881508
1745581726.1645274,2792,0.0009838321711868048
1745581753.9387558,2840,0.0009832045761868358
1745581767.9986043,2865,0.0009828731417655945
1745581779.0166209,2886,0.0009825921151787043
1745581779.5389626,2887,0.0009825787274166942
1745581790.6869133,2907,0.0009823089931160212
1745581796.6183054,2918,0.000982159748673439
1745581799.7989285,2924,0.0009820781415328383
1745581800.8631833,2926,0.000982050783932209
1745581803.0277474,2930,0.000981996301561594
1745581812.2068608,2947,0.0009817633545026183
1745581824.4926887,2969,0.0009814598597586155
1745581854.1463537,3010,0.0009808875620365143
1745581858.7780879,3018,0.0009807749884203076
1745581861.5998845,3023,0.0009807043243199587
1745582040.707434,3108,0.000979485223069787
1745582043.1609988,3113,0.0009794124634936452
1745582049.404522,3125,0.000979237025603652
1745582091.7365296,3210,0.0009779741521924734
1745582113.8096561,3256,0.0009772754274308681
1745582162.517015,3367,0.0009755457285791636
1745582181.550702,3412,0.0009748268639668822
1745582240.293823,3554,0.0009724920382723212
1745582240.6891348,3555,0.0009724752162583172
1745582243.9764638,3563,0.0009723406401462853
1745582247.2912962,3571,0.0009722057729959488
1745582269.1051424,3624,0.0009713040199130774
1745582274.4107502,3637,0.0009710807353258133
1745582298.6530488,3698,0.0009700217051431537
1745582299.0253003,3699,0.0009700041846372187
1745582318.6552486,3747,0.0009691576124168932
1745582327.2924614,3768,0.0009687836864031851
1745582332.9535046,3782,0.0009685331606306136
1745582338.316421,3795,0.0009682996897026896
1745582367.5486438,3867,0.0009669914143159986
1745582370.3372443,3874,0.0009668628335930407
1745582378.2317564,3894,0.0009664942626841366
1745582380.6485243,3900,0.0009663832606747746
1745582393.1049418,3932,0.0009657884365878999
1745582395.4329283,3938,0.0009656763286329806
1745582406.3697062,3966,0.0009651508880779147
