Wall time,Step,Value
1744882924.2493203,18,3.2530460357666016
1744882934.1281574,47,2.1736156940460205
1744882939.2154934,62,1.8361892700195312
1744882948.3404562,89,1.6078078746795654
1744882952.9602551,103,1.5417956113815308
1744882954.3448045,107,1.5159507989883423
1744882961.4393563,128,1.4540951251983643
1744882974.0748286,164,1.3320409059524536
1744882976.773842,172,1.3207752704620361
1744883001.8212335,244,1.2097989320755005
1744883007.1707973,259,1.1916494369506836
1744883015.1882327,282,1.1703968048095703
1744883050.250654,386,1.0655841827392578
1744883055.4268782,402,1.097364902496338
1744883060.3560574,415,1.0262877941131592
1744883067.8874276,437,1.0577901601791382
1744883077.5053675,465,1.0098447799682617
1744883080.821148,475,1.0084924697875977
1744883082.837256,481,1.0195430517196655
1744883092.6184494,510,1.014981985092163
1744883100.361439,533,1.0062421560287476
1744883102.0762005,538,1.0011943578720093
1744883102.7693825,540,0.9785706996917725
1744883108.2090542,556,0.9640955328941345
1744883121.608154,596,0.9453678131103516
1744883135.6424112,637,0.959377110004425
1744883137.6488602,643,0.9663543701171875
1744883137.9894276,644,0.9493582248687744
1744883142.8398776,658,0.9309567213058472
1744883148.6313403,675,0.9097351431846619
1744883178.6900957,764,0.901119589805603
1744883182.375559,775,0.8990559577941895
1744883192.2395294,804,0.8748733401298523
1744883213.1986122,866,0.9002895951271057
1744883219.8221898,886,0.8817262053489685
1744883265.5304687,1015,0.8406581282615662
1744883269.2506168,1026,0.8566234111785889
1744883273.057954,1037,0.8456082940101624
1744883284.7942295,1071,0.8475638628005981
1744883298.6764812,1111,0.8327130079269409
1744883303.3282745,1125,0.8548634648323059
1744883305.7574692,1132,0.8615430593490601
1744883312.5650294,1152,0.8363998532295227
1744883316.6418731,1164,0.8336032032966614
1744883320.698566,1176,0.8655923008918762
1744883323.4483573,1184,0.8391446471214294
1744883335.127472,1218,0.8301319479942322
1744883346.595602,1252,0.8197644352912903
1744883347.2754135,1254,0.8263205885887146
1744883351.6124804,1267,0.8191409111022949
1744883352.9792063,1271,0.8217437267303467
1744883388.5761414,1376,0.8128575682640076
1744883402.5117881,1417,0.8144316673278809
1744883415.9513166,1457,0.7990624904632568
1744883416.2868772,1458,0.8230569958686829
1744883428.5046568,1494,0.8062897324562073
1744883433.937003,1510,0.7937225103378296
1744883434.9313385,1513,0.7972978353500366
1744883446.8684025,1548,0.8202981948852539
1744883447.9223373,1551,0.7886556386947632
1744883452.731428,1565,0.7986345291137695
1744883473.547724,1627,0.7919934988021851
1744883476.3290224,1635,0.7880772352218628
1744883488.3870869,1670,0.7898911237716675
1744883499.4228144,1702,0.7744346261024475
1744883502.4337559,1711,0.8039743304252625
1744883547.7207391,1847,0.7904012203216553
1744883552.1666489,1860,0.7827078700065613
1744883565.5913346,1899,0.7846148014068604
1744883569.0693786,1909,0.7833276391029358
1744883579.8204026,1940,0.7730924487113953
1744883586.6667247,1960,0.793682336807251
1744883587.0207546,1961,0.7561941742897034
1744883626.8232539,2070,0.7911939024925232
1744883629.905844,2079,0.779452919960022
1744883633.2993124,2089,0.7695966958999634
1744883637.0439873,2100,0.7795284390449524
1744883674.3843887,2209,0.7686671614646912
1744883711.902725,2319,0.780646800994873
1744883725.428394,2359,0.7755732536315918
1744883751.9358914,2436,0.7694875001907349
1744883753.6117854,2441,0.7616362571716309
1744883758.0374987,2454,0.7679779529571533
1744883760.7244594,2462,0.761864423751831
1744883761.751012,2465,0.7670599222183228
1744883768.6390939,2485,0.7679941654205322
1744883774.6901739,2503,0.7757706642150879
1744883779.501469,2517,0.7601651549339294
1744883799.014292,2577,0.7626221179962158
1744883799.3210328,2578,0.7633549571037292
1744883806.3520684,2599,0.7647613286972046
1744883815.6958141,2627,0.752893328666687
1744883818.487919,2635,0.7652654051780701
1744883821.2078316,2643,0.7705603837966919
1744883835.5157723,2684,0.7664117217063904
1744883838.588851,2693,0.7698268294334412
1744883843.7665792,2708,0.7596799731254578
1744883846.903309,2717,0.7597128748893738
1744883859.5215096,2753,0.7631153464317322
1744883859.8622224,2754,0.7591776251792908
